"","expenditure_category","subcategory","agency","fiscal_year","Categorical.Citywide.Exp","FY_CPI","Adjusted.Categorical.Citywide.Exp","human_services"
"265","Public Safety and Judicial","Board of Correction","Board of Correction",2023,3016000,299.6855,3115481.48976177,FALSE
"266","Public Safety and Judicial","Department of Juvenile Justice","Department of Juvenile Justice",2023,NA,299.6855,NA,FALSE
"267","Public Safety and Judicial","Office of Criminal Justice","Office of Criminal Justice",2023,NA,299.6855,NA,FALSE
"268","Public Safety and Judicial","NYC Taxi and Limousine Commission","NYC Taxi and Limousine Commission",2023,160467000,299.6855,165759936.411672,FALSE
"269","Public Safety and Judicial","Department of Probation","Department of Probation",2023,104295000,299.6855,107735126.649437,FALSE
"270","Public Safety and Judicial","District Attorney New York County","District Attorney New York County",2023,156944000,299.6855,162120731.740441,FALSE
"271","Public Safety and Judicial","District Attorney Bronx County","District Attorney Bronx County",2023,106152000,299.6855,109653379.012331,FALSE
"272","Public Safety and Judicial","District Attorney Kings County","District Attorney Kings County",2023,135451000,299.6855,139918794.187573,FALSE
"273","Public Safety and Judicial","District Attorney Queens County","District Attorney Queens County",2023,89132000,299.6855,92071981.4805855,FALSE
"274","Public Safety and Judicial","District Attorney Richmond County","District Attorney Richmond County",2023,23144000,299.6855,23907395.092522,FALSE
"275","Public Safety and Judicial","Office of Prosecutor -- Special Narcotics","Office of Prosecutor -- Special Narcotics",2023,26434000,299.6855,27305914.3568841,FALSE
"276","Public Safety and Judicial","Public Administrator - New York County","Public Administrator-New York County",2023,1184000,299.6855,1223053.74133884,FALSE
"277","Public Safety and Judicial","Public Administrator- Bronx County","Public Administrator-Bronx County",2023,628000,299.6855,648714.315507424,FALSE
"278","Public Safety and Judicial","Public Administrator-Kings County","Public Administrator-Kings County",2023,1005000,299.6855,1038149.50172764,FALSE
"279","Public Safety and Judicial","Public Administrator-Queens County","Public Administrator-Queens County",2023,589000,299.6855,608427.916932918,FALSE
"280","Public Safety and Judicial","Public Administrator-Richmond County","Public Administrator-Richmond County",2023,6e+05,299.6855,619790.747300086,FALSE
"281","Public Safety and Judicial","Miscellaneous-Contributions Legal Aid","Miscellaneous-Contributions Legal Aid",2023,533830000,299.6855,551438157.718675,FALSE
"282","Public Safety and Judicial","Miscellaneous-Criminal Justice Programs","Miscellaneous-Criminal Justice Programs",2023,556605000,299.6855,574964381.501608,FALSE
"283","Public Safety and Judicial","Miscellaneous-Other","Miscellaneous-Other",2023,92829000,299.6855,95890925.4685328,FALSE
"284","Education","Department of Education","Department of Education",2023,30975740000,299.6855,31997461737.9553,FALSE
"285","City University","City University of New York-Community Colleges","City University of New York-Community Colleges",2023,1102301000,299.6855,1138659934.23272,FALSE
"286","City University","Hunter Campus Schools","Hunter Campus Schools",2023,23602000,299.6855,24380502.0296277,FALSE
"287","City University","Educational Aid","Educational Aid",2023,NA,299.6855,NA,FALSE
"288","Social Services","Administration for Children's Services","Administration for Children's Services",2023,2975963000,299.6855,3074123886.17901,TRUE
"289","Social Services","Department of Social Services","Department of Social Services",2023,11112520000,299.6855,11479061791.9786,TRUE
"290","Social Services","Department of Homeless Services","Department of Homeless Services",2023,3524561000,299.6855,3640817160.1579,TRUE
"291","Social Services","Department for the Aging","Department for the Aging",2023,492121000,299.6855,508353403.92011,TRUE
"292","Environmental Protection","Department of Environmental Protection","Department of Environmental Protection",2023,1467992000,299.6855,1516413097.85091,FALSE
"293","Environmental Protection","Department of Sanitation","Department of Sanitation",2023,1901899000,299.6855,1964632337.49881,FALSE
"294","Transportation Services","Department of Transportation","Department of Transportation",2023,1064905000,299.6855,1100030442.92266,FALSE
"295","Transportation Services","Miscellaneous-Payments to Transit Authority","Miscellaneous-Payments to Transit Authority",2023,1085108000,299.6855,1120899830.36884,FALSE
"296","Transportation Services","Miscellaneous-Payments to Private Bus Companies","Miscellaneous-Payments to Private Bus Companies",2023,3573000,299.6855,3690853.90017201,FALSE
"297","Parks, Recreation, and Cultural Activities","Department of Cultural Affairs","Department of Cultural Affairs",2023,243933000,299.6855,251979027.268587,FALSE
"298","Parks, Recreation, and Cultural Activities","Department of Parks and Recreation","Department of Parks and Recreation",2023,500297000,299.6855,516799085.836652,FALSE
"299","Housing","Housing Preservation and Development","Housing Preservation and Development",2023,1299418000,299.6855,1342278755.45864,TRUE
"300","Housing","Department of Buildings","Department of Buildings",2023,190556000,299.6855,196841409.404192,FALSE
"301","Housing","Miscellaneous-Payments to Housing Authority","Miscellaneous-Payments to Housing Authority",2023,1135000,299.6855,1172437.496976,TRUE
"302","Health","Department of Health and Mental Hygiene","Department of Health and Mental Hygiene",2023,2298928000,299.6855,2374757171.84849,TRUE
"303","Health","New York City Health and Hospitals Corporation","New York City Health and Hospitals Corporation",2023,1784814000,299.6855,1843685338.08609,FALSE
"304","Libraries","New York Research Libraries","New York Research Libraries",2023,32989000,299.6855,34077128.2711376,FALSE
"305","Libraries","New York Public Library","New York Public Library",2023,171242000,299.6855,176890345.248602,FALSE
"306","Libraries","Brooklyn Public Library","Brooklyn Public Library",2023,128347000,299.6855,132580471.73954,FALSE
"307","Libraries","Queens Borough Public Library","Queens Borough Public Library",2023,133613000,299.6855,138020168.531677,FALSE
"308","Pensions","Pension Contributions","Pension Contributions",2023,8988063000,299.6855,9284530472.58376,FALSE
"309","Judgments and Claims","Judgments and Claims","Judgments and Claims",2023,1208575000,299.6855,1248439337.36367,FALSE
"310","Benefit Payments","Benefit Payments","Benefit Payments",2023,7774282000,299.6855,8030713417.50268,FALSE
"311","Lease Payments","Lease Payments","Lease Payments",2023,81977000,299.6855,84680976.819032,FALSE
"312","Other","Miscellaneous","Miscellaneous",2023,3144392000,299.6855,3248108445.80735,FALSE
"313","Transfers","General Debt Service Fund","Debt Service",2023,3584175000,299.6855,3702397502.84048,FALSE
"314","Transfers","Nonmajor Debt Service Funds","Debt Service-Hudson Yards Infrastructure Corporation",2023,NA,299.6855,NA,FALSE
"315","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Building Aid Revenue Bonds",2023,972862000,299.6855,1004951443.33309,FALSE
"316","Transfers","Nonmajor Debt Service Funds","Miscellaneous -Future Tax Secured",2023,3448858000,299.6855,3562617128.58647,FALSE
"317","Transfers","Nonmajor Debt Service Funds","",2023,NA,299.6855,NA,FALSE
"318","Transfers","Nonmajor Debt Service Funds","",2023,NA,299.6855,NA,FALSE
"319","General Government","Mayoralty","Mayoralty",2022,148152000,282.025,162622067.958514,FALSE
"320","General Government","Board of Elections","Board of Elections",2022,220099000,282.025,241596161.615105,FALSE
"321","General Government","Campaign Finance Board","Campaign Finance Board",2022,45075000,282.025,49477494.1494548,FALSE
"322","General Government","Office of the Actuary","Office of the Actuary",2022,6658000,282.025,7308289.65162663,FALSE
"323","General Government","Borough President-Manhattan","Borough President-Manhattan",2022,5560000,282.025,6103047.53124723,FALSE
"324","General Government","Borough President-Bronx","Borough President-Bronx",2022,5378000,282.025,5903271.51493662,FALSE
"325","General Government","Borough President-Brooklyn","Borough President-Brooklyn",2022,8596000,282.025,9435574.92420885,FALSE
"326","General Government","Borough President-Queens","Borough President-Queens",2022,7076000,282.025,7767115.88688946,FALSE
"327","General Government","Borough President-Staten Island","Borough President-Staten Island",2022,5608000,282.025,6155735.71137311,FALSE
"328","General Government","Office of the Comptroller","Office of the Comptroller",2022,81962000,282.025,89967262.9057708,FALSE
"329","General Government","Office of Administrative Tax Appeals","Office of Administrative Tax Appeals",2022,5938000,282.025,6517966.9497385,FALSE
"330","General Government","Law Department","Law Department",2022,254189000,282.025,279015746.208669,FALSE
"331","General Government","Department of City Planning","Department of City Planning",2022,36239000,282.025,39778478.3246166,FALSE
"332","General Government","Department of Investigation","Department of Investigation",2022,43422000,282.025,47663044.94637,FALSE
"333","General Government","Department of Veterans Service","Department of Veterans Service",2022,5717000,282.025,6275381.78707561,FALSE
"334","General Government","Public Advocate","Public Advocate",2022,4728000,282.025,5189785.74239872,FALSE
"335","General Government","City Council","City Council",2022,73952000,282.025,81174922.8472653,FALSE
"336","General Government","City Clerk","City Clerk",2022,5740000,282.025,6300628.20671926,FALSE
"337","General Government","Financial Information Services Agency","Financial Information Services Agency",2022,114076000,282.025,125217850.75082,FALSE
"338","General Government","Office of Payroll Administration","Office of Payroll Administration",2022,15088000,282.025,16561651.2862335,FALSE
"339","General Government","Independent Budget Office","Independent Budget Office",2022,4834000,282.025,5306138.80684337,FALSE
"340","General Government","Equal Employment Practices Commission","Equal Employment Practices Commission",2022,1059000,282.025,1162432.97402713,FALSE
"341","General Government","Civil Service Commission","Civil Service Commission",2022,969000,282.025,1063642.63629111,FALSE
"342","General Government","Landmarks Preservation Commission","Landmarks Preservation Commission",2022,6545000,282.025,7184252.89424696,FALSE
"343","General Government","Districting Commission","Districting Commission",2022,163000,282.025,178920.278344118,FALSE
"344","General Government","Commission on Human Rights","Commission on Human Rights",2022,11177000,282.025,12268662.2763939,TRUE
"345","General Government","Office of Racial Equity","Office of Racial Equity",2022,NA,282.025,NA,TRUE
"346","General Government","Commission of Racial Equity","Commission of Racial Equity",2022,NA,282.025,NA,TRUE
"347","General Government","Department of Youth and Community Development","Department of Youth and Community Development",2022,809889000,282.025,888991198.207606,TRUE
